term,count
220.3,16
226.6,16
230.2,16
272.2,16
302.30285,16
305.4094,16
3094,16
320.531,16
320.96,16
321.07,16
321.09,16
321.9,16
323.01,16
324.6,16
330.4,16
330.9173,16
332.01,16
342.4,16
342.42,16
346.015,16
346.02,16
347.42,16
349.37,16
368.01,16
371.425,16
3931,16
394.2,16
410.285,16
415.01,16
460.9,16
476,16
492.08,16
496.4,16
5092,16
5094,16
510.71,16
516.2,16
520.9,16
525,16
530.01,16
565,16
572.967,16
577.3,16
577.6,16
589.4,16
591.52,16
591.56,16
612.82,16
613.8,16
615.7,16
621.34,16
621.43,16
623.81,16
631.6,16
639.8,16
641,16
642,16
658.02,16
669.1,16
671.2,16
693.5,16
708.5,16
709.38,16
709.493,16
709.5,16
720.944,16
750.50,16
780.947,16
781.6,16
784.4,16
792.0944,16
802,16
809.7,16
822.39,16
822.912,16
823.6,16
833.6,16
837,16
840.900,16
851.15,16
888.01,16
888.4,16
891.2,16
909.08,16
928.397,16
937.08,16
937.09,16
945.09,16
945.6,16
947.1,16
949.702,16
956.95,16
967.57104,16
969,16
970.1,16
970.980,16
972.85,16
973.8,16
c843,16
0012,15
004.16,15
0078,15
016.05,15
016.41,15
016.63,15
02071,15
0209,15
02855369,15
039,15
0414,15
0463,15
065,15
0666,15
07092,15
090,15
09353,15
09385,15
09439,15
094934,15
0952135,15
0964,15
09729,15
121.68,15
150.13,15
150.9,15
1526,15
158.2,15
181.112,15
189.5,15
225.4,15
249,15
262.13,15
274.1,15
2832,15
292.13,15
302.2309,15
302.230973,15
306.81,15
307.1216,15
320.092,15
320.941,15
325.344,15
325.73,15
327.45,15
330.952,15
333.2,15
333.78,15
338.09,15
340.59,15
343.240721,15
345.42,15
349.73,15
371.4,15
372.8,15
373.2,15
373.73,15
374.9,15
387.7,15
388.1,15
407.1,15
40973,15
4209,15
430.9,15
4313,15
439.6,15
439.7824,15
448.2,15
487.4,15
491.782,15
511.6,15
516.5,15
521.1,15
530.092,15
539.2,15
541.22,15
551.79,15
572.7,15
576.1,15
589.3,15
590.8,15
613.71,15
614.3,15
616.02,15
616.0757,15
621.89,15
624.17,15
629.04,15
629.43,15
641.2,15
6484,15
650.072,15
6522,15
655.1,15
671.52,15
693,15
704.03,15
709.47,15
720.28,15
740,15
741.64,15
759.05,15
767,15
777,15
778.9,15
786.2,15
794,15
812.5,15
812.54,15
821.19,15
821.6,15
824.91,15
839.361008,15
840.914,15
841.914,15
843.92,15
863.64,15
882.4,15
905,15
917.8,15
93355,15
936.402,15
940.27,15
940.311,15
9415,15
949.20082,15
953.8,15
956.7044,15
967.5103,15
967.8,15
971.06,15
972.81,15
973.9,15
975,15
983,15
998,15
hindi,15
j,15
005.2762,14
00724,14
0074,14
0096,14
015194,14
020285,14
0223,14
025.5,14
0288,14
053.1,14
057,14
068.485,14
0872,14
0901,14
0933,14
09394,14
0965,14
116,14
1203,14
147,14
181.4,14
220.93,14
260,14
267,14
301.34,14
315,14
321.3,14
327.43045,14
327.55,14
327.561,14
332.8,14
333.33,14
338.954,14
340.6,14
341.48094,14
342.44,14
343.7309,14
345.4,14
346.066,14
346.4203,14
347.09,14
347.99,14
352.4,14
354.35,14
3552,14
362.28,14
362.6,14
363.739,14
368.4,14
3724,14
398.3,14
427.02,14
428.6,14
439.36,14
448.24,14
510.4,14
510.83,14
512.896,14
517.52,14
5193,14
535.6,14
546.3,14
549.6,14
551.45,14
553.7,14
554.1,14
554.5,14
572.80285,14
589.95,14
598.1,14
598.4,14
599.32,14
602,14
612.0151,14
616.079,14
616.15,14
620.136,14
621.32,14
621.3845,14
621.389,14
636.8,14
641.1,14
651.7,14
657.42,14
658.3008,14
658.802,14
658.8342,14
701.03,14
705,14
720.941,14
7282,14
741.945,14
742,14
752,14
773,14
780.7,14
790.1,14
791.5,14
792.7,14
805,14
815,14
821.04,14
833.7,14
839.3624,14
840.903,14
848.4,14
848.7,14
854,14
862.6,14
863.7,14
878.01,14
880.1,14
909.81,14
909.83,14
910.09,14
914.92,14
915.3,14
930.12,14
940.5344,14
941.083,14
941.1,14
942.055,14
942.081,14
946.083,14
947.5,14
949.7103,14
955.05,14
956.92,14
959.7,14
960.3,14
970.4,14
971.01,14
973.2,14
980.03,14
986,14
a205,14
c813,14
003.54,13
005.369,13
016.2,13
016.91,13
024658,13
0415,13
050,13
053.931,13
064.8,13
070.444,13
070.92,13
0711,13
0852,13
089963,13
0911,13
09358,13
0938074,13
0940902,13
09624,13
09794,13
09861,13
09989,13
1009,13
105,13
128.2,13
128.3,13
131,13
1482,13
172.4,13
1776,13
190.9,13
1977,13
2112,13
270.092,13
281.08,13
291.4,13
294.6,13
299.6,13
306.094,13
306.0952,13
306.36,13
306.44089,13
306.84,13
320.942,13
325.342,13
330.937,13
330.945,13
330.954,13
330.968,13
330.98,13
331.8,13
332.41,13
338.3,13
338.927,13
346.4202,13
355.0943,13
371.8,13
378.425,13
4094,13
410.72,13
415.5,13
420423,13
428.1,13
437.01,13
439.8,13
479.1,13
491.1,13
502.82,13
516.36,13
517.2,13
517.4,13
523.3,13
535.3,13
547.072,13
550.1,13
559.8,13
572.082,13
572.6,13
573.6,13
574.876,13
582.1,13
591.4,13
615.82,13
616.075,13
616.8914,13
616.96,13
621.2,13
624.171,13
629.45,13
631.45,13
641.5,13
649.1,13
658.16,13
658.402,13
662.6,13
709.3,13
709.42,13
712.092,13
720.94,13
720.947,13
724.7,13
738.2,13
744,13
746.3,13
753,13
759.9494,13
770.1,13
776,13
785.7,13
789,13
791.43094,13
792.028,13
808.066,13
808.51,13
812.52,13
813.509,13
819,13
820.9001,13
821.009,13
823.809,13
828.912,13
828.91209,13
829.3,13
831.2,13
831.7,13
838.6,13
839.3109,13
839.3608,13
839.7372,13
839.823,13
841.3,13
843.89,13
861.6,13
882.1,13
895.13,13
914.436,13
918.1,13
920.043,13
929.2,13
9296,13
930.072,13
930.109,13
93357,13
938.08,13
938.9,13
942.3,13
942.6,13
943.01,13
949.203,13
949.304,13
949.61,13
956.4,13
966.6,13
969.1,13
972.91,13
987,13
991,13
up,13
0,12
001.9,12
003.3,12
0082,12
009732,12
0142,12
016.34,12
016.44,12
016.83,12
016.841,12
016.9,12
016.944,12
025.1,12
025.8,12
029.7,12
031091821,12
0433,12
0436,12
0482,12
0561,12
0665,12
0887,12
09044,12
09173,12
091822,12
0931,12
0944361,12
094933,12
096891,12
09747,12
1008,12
1043,12
1173,12
1425,12
143,12
149.3,12
154.4,12
1724,12
179.9,12
199.492,12
200.1,12
200.82,12
20154,12
220.9,12
2544,12
275.1,12
2804,12
294.32,12
294.392,12
296.6,12
297.3,12
299.7,12
301.155,12
305.309,12
305.56,12
306.709,12
320.12,12
320.532,12
322.1,12
3223,12
328.4,12
330.956,12
330.966,12
331.5,12
332.40942,12
333.1,12
333.792,12
336.44,12
338.941,12
338.943,12
338.944,12
343.0721,12
345.43,12
346.2404,12
346.44,12
355.8,12
3561,12
362.73,12
363.28,12
363.32,12
364.072,12
364.973,12
370.71,12
370.78,12
370.947,12
372.3,12
375.4,12
379.73,12
384.5,12
403,12
408.9,12
411.7,12
439.3609,12
440.9,12
451,12
469.3,12
499.95,12
510.92,12
511.5,12
513.8,12
515.8,12
516.7,12
526.982,12
537.2,12
541.28,12
541.396,12
541.7,12
548.5,12
559.9,12
567.9,12
572.968,12
574.929,12
577.2,12
590.5,12
610.92,12
616.855,12
620.5,12
621.38152,12
621.3817,12
621.3848,12
621.46,12
621.54,12
632.9,12
652.5,12
658.4038,12
659.13,12
689,12
696,12
709.6,12
720.951,12
726.6,12
745.67,12
748,12
751,12
759.01,12
772,12
781.64,12
782.42,12
786.8,12
791.430,12
791.430943,12
791.43653,12
791.43658,12
792.0938,12
793.74,12
801.93,12
808.88,12
811.009,12
813.3,12
813.46,12
818.5209,12
821.309,12
830.900,12
839.3645,12
839.736,12
839.74,12
839.8209,12
841.09,12
848.9,12
857,12
875.01,12
889.09,12
892.709,12
8968,12
909.04924,12
910.3,12
913.031,12
913.33,12
913.358,12
915.5,12
916.1,12
920.72,12
923.542,12
92304521,12
928.6,12
9282,12
93356,12
936.01,12
937.04,12
938.5,12
940.4009,12
940.531,12
941.081092,12
949.9,12
95092,12
951.06,12
954.04,12
954.9,12
973.4,12
9747,12
979,12
979.4,12
992,12
995,12
c,12
l78f,12
001.30285,11
0023,11
004.1,11
00951,11
0133,11
016.282,11
025.17,11
0355,11
0431,11
047547,11
0523,11
0526,11
059,11
07404361,11
08586,11
0876,11
09043,11
09046,11
09048,11
0905,11
09162,11
09361,11
09471,11
09549,11
09595,11
0974927,11
107572,11
1094,11
127,11
148,11
150.287,11
161,11
162,11
193.1,11
193.2,11
205,11
230.09,11
238,11
2421,11
248.8,11
270.3092,11
270.8,11
274.7,11
282.44,11
294.30951,11
294.391,11
301.11,11
302.4,11
303.4834,11
303.484,11
305.800951,11
305.891,11
305.895,11
306.483,11
307.760951,11
320.082,11
320.956,11
320.967,11
320.98,11
323.6094,11
324.251,11
327.172,11
327.6,11
327.7304,11
327.7308,11
330.182,11
330.9492,11
330.962,11
332.11,11
332.494,11
333.77,11
336.24,11
338.094,11
338.19,11
338.9009172,11
340.092,11
341.09,11
341.18,11
342.4209,11
343.08,11
343.4,11
343.7305,11
344.4104,11
345.24,11
345.44,11
349.4,11
353.008,11
354.42,11
354.485,11
362.1068,11
364.168,11
364.8,11
368.3,11
371.93,11
378.682,11
382.92,11
389.1,11
396,11
413.028,11
430.71,11
439.31,11
440.7,11
478.2,11
492.1917,11
50973,11
510.7,11
513.5,11
517.355,11
524,11
526.98,11
539.6,11
541.224,11
541.345,11
547.346,11
553.6,11
560.17,11
5636,11
571.5,11
604,11
606,11
6094,11
610.285,11
610.8,11
614.1,11
616.08,11
620.1123,11
629.8312,11
629.892,11
631.41,11
65182,11
658.1511,11
658.827,11
677.0287,11
686.209,11
708.9,11
709.22,11
709.46,11
710,11
720.952,11
730223,11
739.7,11
741.59,11
74927,11
771,11
780.72,11
780.924,11
780.943,11
781.91,11
782.109,11
785.1,11
791.43023,11
796.334,11
796.8,11
803.0,11
816,11
820.81,11
821.2,11
830.82,11
831.914,11
832.7,11
83421,11
843.009,11
848.5,11
880.9001,11
882.09,11
882.3,11
891.78,11
892.4,11
9113,11
913.392,11
913.394,11
913.43,11
914.23,11
915.694,11
917.1,11
9172,11
923.144,11
923.544,11
932.01,11
933561,11
936.104,11
937.05092,11
937.7,11
938.007202,11
939.1,11
939.3,11
939.43,11
940.22,11
940.7,11
941.082,11
942.006,11
942.083,11
944.082,11
949.204,11
9494,11
954.035,11
956.1015,11
962.05,11
97291,11
988,11
990,11
00497,10
0072024,10
0093,10
0095,10
00954,10
00992,10
01448,10
0151535,10
01515353,10
016.016,10
016.72,10
016.809,10
016.86,10
016.8917,10
016.967,10
01816,10
0231,10
02462,10
0308,10
0335,10
03924,10
0428,10
0485,10
0496,10
0496073,10
0722,10
0754,10
088054,10
08996073,10
09354,10
094436,10
094551,10
09481,10
09497,10
095493,10
09567,10
0963,10
096751,10
097281,10
097291,10
0978,10
1207,10
1226,10
12404,10
131.34,10
133.8,10
137.082,10
140,10
149.94,10
1513,10
152.5,10
152.8,10
153.35,10
153.43,10
155.232,10
155.41,10
155.67,10
181.07,10
181.3,10
189.2,10
190.943,10
225.48,10
226.1,10
232.91,10
252.02,10
26322,10
270.1092,10
271.009,10
274.15,10
294.309,10
294.382,10
299.21,10
301.14,10
305.40951,10
305.42094,10
306.446,10
306.46,10
307.760,10
307.7609,10
30941,10
312.8,10
323.168,10
324.2094,10
327.493,10
327.5,10
327.71,10
331.702,10
332.1068,10
333.79094,10
337.51,10
338.2728,10
338.95,10
341.01,10
341.522,10
343.05,10
343.087,10
343.43,10
344.03,10
344.7304,10
345.41,10
346.4104,10
347.4,10
347.43,10
352.6,10
352042,10
3522,10
355.2,10
361.1,10
363.69,10
364.601,10
364.941,10
371.334,10
371.3944,10
371.5,10
371.6,10
371.94,10
371.95,10
372.5,10
378.71,10
379.44,10
382.09492,10
397,10
4061,10
4109,10
420.7,10
426,10
427.09,10
448.34,10
450.9,10
4574,10
459.9,10
480.9,10
491.2,10
491.709,10
491.73,10
495.682421,10
504133,10
512.897,10
517.37,10
517.383,10
5192,10
523.84,10
530.44,10
531.32,10
531.38,10
538.3,10
538.7,10
545.8,10
547.75,10
548.7,10
558,10
568,10
575.6,10
577.34,10
585,10
587,10
591.941,10
595.76,10
598.2942,10
6042,10
611.8,10
612.67,10
614.19,10
616.95,10
618.4,10
618.8,10
620.106,10
620.19,10
621.313,10
621.31921,10
624.15,10
624.151,10
629,10
629.134,10
629.28,10
630.9,10
633.3,10
633.8,10
636.6,10
645,10
6538,10
658.049,10
658.32,10
658.403,10
659,10
660.28,10
673,10
684,10
720.22,10
720.222,10
720.284,10
720.924,10
728.6,10
745.1,10
759.0838,10
759.952,10
768,10
770.9,10
780.072,10
781.65,10
782.42162,10
783.4,10
792.09421,10
796.48,10
799.2,10
809.04,10
80973,10
811.4,10
823.5,10
831.009,10
831.8,10
831.912,10
833.89,10
838.609,10
838.91,10
839.3137,10
839.3630108,10
839.36308,10
839.3633,10
839.8136,10
839.8226,10
841.11,10
841.9,10
842.09,10
842.912,10
844.91,10
848.914,10
869.342,10
8762,10
879,10
884.01,10
885.9,10
891.3,10
89287,10
913.6,10
914.25,10
914.27,10
9142,10
916.3,10
919.4,10
923.243,10
9332,10
935.05,10
9358,10
937.6,10
938.01,10
939.37,10
944.028,10
944.03,10
946.01,10
946.02,10
947.708,10
948.022,10
949.72,10
95042,10
956.9,10
956.9405,10
967.62,10
968.048,10
972.08,10
972.9106,10
974,10
980.3,10
cic,10
sch,10
00141,9
0025,9
00321,9
00425,9
006.32,9
006.76,9
007202,9
015.46,9
0153,9
016.30141,9
016.58,9
016.6,9
016.6588,9
016.81,9
016.8223,9
016.916,9
016.947,9
0181,9
0201,9
02092,9
0232,9
0235,9
0253,9
0309,9
037,9
0409,9
0422,9
04361,9
0442,9
0467,9
0468,9
0475,9
047548,9
06626,9
068.489,9
088042,9
0912,9
09154,9
09287,9
09363,9
09422,9
09437,9
0945632,9
094923,9
09515,9
095491,9
09593,9
097284,9
0977,9
0977311,9
09866,9
119,9
120,9
123.5,9
128.1,9
1295,9
1297,9
130,9
133.9,9
153.42,9
153.83,9
155.28,9
170.9,9
170.92,9
179.1,9
185.1,9
2014,9
2042,9
207543,9
2114,9
220.8,9
221.48,9
226.4,9
2429,9
250,9
257,9
26404,9
271.00902,9
274.95,9
282.09,9
291.13,9
294.385,9
301.154,9
302.23072,9
302.23094,9
303.66,9
304.209,9
305.407,9
305.80072,9
305.89,9
306.461,9
306.7601,9
306.83,9
309.173,9
30938,9
320.101,9
321.1,9
323.354,9
324.2561,9
327.41,9
327.73047,9
328.41,9
329.942,9
330.092,9
330.109,9
330.946,9
330.95,9
332.0973,9
332.4973,9
336.73,9
338.88,9
338.942,9
340.03,9
340.072,9
342.082,9
342.2402,9
343.099,9
343.4109,9
345.04,9
346.082,9
346.42015,9
349.51,9
3538,9
355.00937,9
355.7,9
361.61,9
362.11068,9
363.31,9
363.45,9
378.2,9
378.68,9
381.31,9
398.20943,9
401.4,9
408.2,9
4112,9
415.6,9
418.0072,9
429.5,9
431.5,9
447.9,9
448.007,9
456,9
461.5,9
480.8,9
488,9
491.3,9
491.5,9
494.541,9
509.4,9
509353,9
510.3,9
510.76,9
513.7,9
51482,9
516.6,9
516.83,9
517.1,9
523.85,9
526.1,9
53042,9
533.7,9
535.324,9
536.2,9
537.22,9
540.9,9
5511,9
557.3,9
570.282,9
572.966,9
574.4,9
575.3,9
576.3,9
581.987,9
586,9
590.12,9
591.18,9
591.19,9
595.13,9
597.6,9
599.5,9
599.74,9
6079,9
6083,9
610.3,9
612.044,9
612.8233,9
613.6,9
615.3,9
617.643,9
621.1,9
621.3133,9
622.15,9
625.1,9
6409,9
658.3125,9
658.4013,9
658.4038011,9
669.95,9
687,9
700.71,9
701.15,9
702.8,9
709.54,9
720.942,9
730.945,9
741.944,9
743,9
748.5,9
759.94931,9
76606,9
780.01,9
780.89,9
780.904,9
780.944,9
781.62,9
782.10945,9
785.4,9
791.3,9
791.430945,9
791.430954,9
792.1,9
797,9
808.00938,9
808.042,9
820.904,9
823.09,9
823.2,9
823.9109,9
8242,9
828.99363,9
830.90091,9
833.009,9
839.31362,9
839.3613,9
839.36301,9
839.61,9
839.7174,9
839.813,9
840.09,9
840.4,9
863.3,9
863.5,9
874.5,9
880.82,9
882.2,9
888.5,9
891.85,9
910.01,9
910.45,9
910.92,9
9121,9
913.34,9
913.4391,9
914.22,9
914.37,9
914.71,9
914.96,9
915.404,9
920.02,9
920.041,9
920.042,9
929.8,9
929.9,9
933581,9
93382,9
9353,9
93592,9
937.0072,9
937.01,9
938.04,9
940.1072,9
940.17,9
940.21,9
940.48,9
940.5318,9
941.085,9
941.5082,9
942.082,9
943.71,9
944.0308621,9
944.8,9
945.05,9
945.5,9
9485,9
949.5013,9
949.71,9
952.031,9
956.704,9
959.9,9
961.1,9
9714,9
972.01,9
972.94,9
972.98,9
973.922,9
980.4,9
982.06,9
9897,9
993,9
996,9
997,9
da25,9
f,9
no,9
van,9
001.1,8
004.0151,8
0054,8
00952,8
0151222,8
01575,8
016.093,8
016.1,8
016.299,8
016.3,8
016.42,8
016.57,8
016.7,8
016.737,8
016.828,8
016.84,8
016.88,8
016.941,8
016.951,8
016.953,8
025.6,8
025.84,8
0251,8
02632,8
027.4,8
028.7,8
0285425,8
0289,8
03354,8
0353,8
0412,8
04154,8
0427,8
04524,8
0471,8
0495,8
05092,8
0512,8
06615,8
066791,8
0668,8
0727,8
0772,8
08092,8
0857,8
08583,8
0872909,8
088055,8
09023,8
091734,8
09425,8
09427,8
09448,8
094897,8
094912,8
095691,8
0971241,8
09713,8
0975,8
0979494,8
099287,8
0993,8
0999,8
101.6,8
1028,8
1041,8
1044,8
1214,8
1241,8
13094,8
131.3,8
1321,8
133.1,8
1411,8
142.78,8
150.28,8
152.409,8
153.12,8
158.3,8
174.957,8
17671,8
182421,8
183.1,8
183.2,8
1901,8
194.4,8
20941,8
20951,8
217,8
218,8
221.95,8
2242,8
225.92,8
230.1,8
230.41,8
2462,8
262.135,8
271.5,8
271.9,8
274.5,8
276.2,8
281.3,8
284.1,8
289.9,8
296.155,8
296.7,8
297.7,8
299.16,8
301.8,8
302.14,8
302.346,8
303.44,8
305.32,8
305.38,8
305.43,8
305.800968,8
306.0943,8
306.442,8
306.70835,8
306.766,8
306.85094,8
311.23,8
320.014,8
320.56,8
320.917,8
323.09,8
3233,8
324.973,8
325.6,8
327.09,8
327.12,8
327.73051,8
328.3,8
328.73,8
3283,8
330.953,8
331.880973,8
332.024,8
332.042,8
335.41,8
336.42,8
338.064,8
338.0973,8
338.4791,8
338.9109172,8
338.96,8
340.55,8
341.13,8
342.24083,8
344.05,8
344.2404,8
344.401,8
344.43,8
346.016,8
346.0482,8
346.2407,8
346.403,8
346.42,8
346.440,8
346.7307,8
347.24,8
347.7,8
352.042,8
370.1523,8
370.944,8
371.27,8
371.826,8
371.829,8
371.96,8
378.01,8
378.45,8
381.3,8
382.094,8
382.3,8
391.009,8
395.5,8
398.209,8
398.2096,8
398.24,8
4073,8
410.92,8
439.5,8
439.715,8
439.73,8
440.143,8
4409,8
4425,8
4436,8
447.09,8
448.3,8
459.5,8
459104,8
460.1,8
467.9,8
469.7,8
473.2,8
486,8
48943,8
492.19,8
492.45,8
492.77,8
492.8,8
493.2,8
4934,8
495.182421,8
496.36,8
501.8,8
509.38,8
510.6,8
510.82,8
5105,8
512.55,8
520.92,8
5222,8
523.082,8
527,8
528,8
530.143,8
539.76,8
541.394,8
543.7,8
543.8,8
545.3,8
547.84,8
551.701,8
552.4,8
553.4,8
554.6,8
572.9675,8
575.5,8
577.01,8
577.68,8
581.192,8
591.2,8
591.59,8
591.92,8
595.789,8
597.5,8
597.9,8
598.29,8
599.7,8
599.938,8
612.64,8
613.94,8
616.001,8
616.07543,8
617.102,8
617.54,8
618.9289,8
621.395,8
621.4021,8
623.85,8
623.87,8
630.21,8
632.95,8
6343,8
646.7,8
657.3,8
658.154,8
658.816,8
658.86,8
6581,8
659.14,8
662.88,8
665.7,8
665.8,8
669.3,8
693.8,8
697.9,8
708.2,8
709.492,8
709.52,8
711.0942,8
720.9492,8
720.9493,8
722.7,8
73621,8
737.4939,8
738.30938,8
738.5,8
739.512,8
741.9492,8
745.5,8
746.4,8
749.24,8
756,8
759.04,8
759.11,8
759.81,8
759.9415,8
7677,8
769.952,8
774,8
780.3,8
7806,8
784.6,8
791.01,8
791.430947,8
791.430951,8
791.430952,8
792.025,8
792.0943,8
796.0938,8
808.036,8
808.53,8
808.6,8
808.7,8
808.83,8
809.8,8
809.93358,8
810.903,8
821.008,8
821.082,8
821.5,8
821.53,8
821.9109,8
822.009,8
822.409,8
823.89,8
824.7,8
831.92,8
832.09,8
832.9,8
832.91,8
838.91209,8
838.914,8
838.91409,8
839.3116,8
839.3135,8
839.3629,8
839.709,8
839.737,8
839.787,8
841.89,8
841.912,8
843.4,8
843.5,8
848.3,8
848.99,8
853.91,8
859.1,8
863.32,8
872.01,8
880.4,8
881.01,8
885.4,8
887,8
888.2,8
891.21,8
891.238,8
891.5,8
891.709001,8
895.1352,8
895.609,8
9042,8
906,8
909.8208,8
910.7,8
911.42,8
913.7,8
914.29,8
915.15,8
915.61,8
915.69,8
9153,8
916.5,8
916.66,8
916.78,8
917.14,8
917.47,8
917.91,8
9171241,8
9209,8
9214,8
929.1,8
930.1072,8
933552,8
935.02,8
936.204,8
936.401,8
937.07092,8
937.3,8
938.003,8
939.49,8
939.5,8
940.4144,8
940.5342,8
941.08,8
941.084,8
9421,8
943.086092,8
944.025,8
944.033,8
944.034,8
944.2,8
947.04,8
947.7086,8
947.9,8
949.501,8
949.507,8
956.2,8
962.404,8
968.8,8
971.8,8
972.93,8
973.16,8
9792,8
986.1,8
dem,8
t,8
00151,7
004.165,7
005.72,7
0083,7
0089,7
00945,7
00973021,7
011.31,7
01515,7
016.0705,7
016.2943,7
016.301,7
016.370,7
016.378,7
016.4,7
016.5920971,7
016.8,7
016.808,7
016.8951,7
016.937,7
016.938,7
016.943,7
016.946,7
01821,7
0217,7
025.042,7
0269,7
0272,7
028553,7
0341,7
0492,7
06661,7
072043,7
074013,7
07401471,7
074031554,7
082.1,7
0878,7
08968,7
08996,7
08997,7
09005,7
0909,7
0914,7
09352,7
09355,7
09362,7
094209031,7
09434,7
09486,7
09487,7
09512,7
0951249,7
096623,7
09663,7
097293,7
0974,7
09945,7
11822,7
1233,7
128.4,7
132.075,7
151.2,7
1536,7
155.42,7
157.3,7
158.705,7
159.9,7
181.1,7
182.2,7
1821,7
1828,7
189.3,7
192.9,7
193.5,7
200.71,7
200.937,7
2019,7
2073,7
207547,7
2083,7
20902,7
20947,7
209561,7
2160973,7
221.8,7
226.06,7
226.2,7
230.111,7
232.96,7
2482,7
254,7
2544536,7
258,7
260.105,7
2623,7
26325,7
26365,7
2638,7
2643,7
271.12,7
281.7,7
282.43,7
28423,7
287,7
289,7
292.6,7
292.9,7
297.272,7
301.07,7
301.23,7
302.23081,7
302.23089,7
305.23086,7
305.242,7
305.409,7
305.4209,7
305.80094,7
305.800954,7
305.868,7
305.897,7
306.0951,7
306.2094,7
306.20973,7
306.44072,7
306.73,7
307.12,7
307.74,7
307.760937,7
308.1,7
316,7
320.55,7
320.6094,7
320.9172,7
320.95,7
3209,7
321.4,7
323.32,7
323.35,7
325.21,7
325.343,7
327.17,7
327.496,7
328.44,7
330.8,7
330.82,7
331.01,7
331.094,7
331.86,7
332.09,7
332.409,7
332.40973,7
332.66,7
3321,7
333.790973,7
333.793,7
333.9516,7
335.4092,7
336.43,7
337.73,7
338.01,7
338.04,7
338.0941,7
338.952,7
340.9094,7
341.45,7
341.486,7
341.67,7
342.0858,7
342.37,7
342.38,7
342.68,7
342.7302,7
343.409,7
343.44,7
343.440,7
344.2401,7
344.41,7
345.001,7
345.71,7
34515,7
346.086,7
346.2402,7
346.24078,7
346.404,7
346.41066,7
346.42022,7
347.9,7
353.03,7
355.020937,7
355.6,7
359.3,7
362.83,7
362.88082,7
364.9,7
364.94,7
370.116,7
370.8,7
370.94,7
370.943,7
372.83,7
372.87,7
379.42,7
382.0942,7
382.7,7
402,7
4042,7
4044,7
407572,7
414.6,7
418.020285,7
421.6,7
425.5,7
430.14,7
438.007,7
439.315,7
439.317,7
441.52,7
445.2,7
45002,7
467.98,7
468.6,7
478.242,7
481.7082,7
488.2,7
491.78,7
496.392,7
496.5,7
5046,7
509358,7
50951,7
510.2462,7
510.7834,7
510.81,7
510.938,7
511.322,7
512.22,7
512.23,7
512.482,7
512.815,7
516.22,7
516.4,7
516.9,7
519.542,7
523.013,7
523.101,7
526.91,7
526.9823,7
531.01517,7
533.3,7
535.35,7
535.4,7
535.58,7
535.842,7
541.34,7
541.377,7
543.6,7
546.11,7
547.139,7
551.43,7
551.4608,7
551.63,7
552.8,7
553.5,7
558.3,7
571.92,7
572.9676,7
573.4,7
574.01,7
574.072,7
574.191,7
574.909,7
581.13342,7
591.33,7
591.7,7
591.87,7
593.9,7
595.717,7
597.092,7
598.294,7
598.3,7
607572,7
608.7,7
612.76,7
615.32,7
615.36,7
615.4,7
615.84,7
616.025,7
616.0754,7
616.39,7
616.853,7
616.8982,7
620.18,7
620.7,7
621.12,7
621.367,7
621.38151,7
621.483,7
622.1,7
628.16,7
629.1388,7
629.22,7
629.25,7
629.47,7
630.2,7
632.7,7
634.8,7
636.0824,7
636.088,7
638,7
640.73,7
6483,7
6552,7
6556,7
657.30218,7
658.155,7
658.21,7
658.311,7
658.421,7
658.562,7
658.57,7
658.81,7
658.812,7
658.84,7
658.871,7
659.101,7
664.9,7
691.3,7
692,7
70973,7
713,7
717,7
718,7
720.81,7
720.82,7
720.9436,7
733.3,7
733.5,7
7342,7
737.49364,7
737.4942,7
739.5,7
741.973,7
754,7
759.36,7
759.93,7
769.9,7
780.15,7
781.66,7
781.71,7
782.81,7
784.5,7
786,7
786.4,7
791.43657,7
791.4375,7
792.082,7
795,7
796.01,7
798,7
809.4,7
809.9332,7
809.93353,7
810.82,7
814.54,7
818.3,7
820.9005,7
820.9008,7
821.709,7
821.83,7
821.92,7
822.9,7
824.8,7
824.912,7
829.08,7
829.09,7
829.5,7
830.5,7
830.81,7
